,id,og_id,web_name,team,element_type,starts,minutes,now_cost,bonus,xg_value,xa_value,xgc_value,chance_of_playing_next_round,gw1_pp,gw2_pp,gw3_pp,gw4_pp,gw5_pp,gw6_pp,gw7_pp,pp_1,pp_2,pp_3,pp_4,pp_5,pp_6,pp_7
424,435,328,M.Salah,12,3,9.0,89.56,137,1.22,0.84,0.48,1.15,100.0,14.72,8.32,7.99,7.46,9.53,7.77,7.39,14.72,23.04,31.03,38.49,48.03,55.79,63.18
417,428,321,Gakpo,12,4,9.0,75.22,76,1.0,0.51,0.22,0.7,100.0,9.78,5.34,5.22,4.97,5.88,5.09,4.87,9.78,15.11,20.34,25.31,31.19,36.28,41.15
432,443,336,Szoboszlai,12,3,5.0,62.71,63,0.57,0.37,0.37,0.8,100.0,9.68,5.36,5.13,4.86,6.03,5.05,4.89,9.68,15.03,20.16,25.02,31.05,36.1,40.99
290,297,232,Ndiaye,8,4,9.0,86.33,54,0.78,0.28,0.01,0.93,100.0,9.65,4.33,4.57,4.69,4.86,4.88,4.42,9.65,13.99,18.55,23.24,28.11,32.99,37.41
408,419,311,Alexander-Arnold,12,2,8.0,80.67,73,0.56,0.08,0.45,0.95,100.0,9.24,5.03,4.54,4.38,5.7,4.7,4.9,9.24,14.27,18.8,23.18,28.88,33.59,38.48
292,299,235,Pickford,8,1,9.0,90.0,50,0.44,0.0,0.0,1.02,100.0,9.1,4.45,4.68,4.58,4.77,4.66,4.08,9.1,13.55,18.23,22.81,27.58,32.24,36.31
521,535,401,Isak,15,4,9.0,82.67,95,2.0,1.16,0.2,0.99,100.0,8.27,8.84,8.0,8.38,9.15,8.24,8.83,8.27,17.11,25.11,33.49,42.64,50.88,59.71
127,130,99,Mbeumo,4,3,9.0,90.0,78,0.89,0.56,0.22,1.6,100.0,8.14,7.25,7.89,6.11,6.59,6.1,6.26,8.14,15.39,23.28,29.39,35.99,42.09,48.35
295,302,238,Young,8,2,6.0,65.38,46,0.38,0.07,0.01,0.85,100.0,8.03,3.74,4.05,3.99,4.25,4.14,3.4,8.03,11.77,15.83,19.82,24.07,28.21,31.61
423,434,327,Luis Díaz,12,3,7.0,71.38,75,0.25,0.37,0.03,0.82,100.0,7.61,4.15,3.97,3.79,4.62,3.94,3.86,7.61,11.76,15.73,19.52,24.14,28.07,31.93
289,296,231,Mykolenko,8,2,9.0,90.0,44,0.44,0.01,0.07,1.02,100.0,7.57,3.58,3.86,3.78,4.01,3.9,3.22,7.57,11.14,15.0,18.78,22.79,26.7,29.92
425,436,329,Mac Allister,12,3,8.0,84.38,62,0.25,0.15,0.37,0.82,100.0,7.49,4.08,3.9,3.73,4.53,3.87,3.8,7.49,11.57,15.47,19.2,23.73,27.6,31.4
407,418,310,A.Becker,12,1,8.0,90.0,55,0.12,0.0,0.01,0.98,100.0,7.25,3.74,3.32,3.33,4.04,3.58,3.92,7.25,10.99,14.31,17.63,21.68,25.25,29.17
277,284,219,Branthwaite,8,2,9.0,90.0,48,0.33,0.02,0.01,1.02,100.0,6.81,3.27,3.52,3.42,3.63,3.52,2.9,6.81,10.08,13.59,17.01,20.64,24.16,27.06
226,231,182,Palmer,6,3,9.0,89.22,113,1.44,0.48,0.24,1.53,100.0,6.68,6.1,6.26,7.57,7.08,5.7,7.24,6.68,12.78,19.04,26.61,33.69,39.4,46.63
293,300,236,Tarkowski,8,2,9.0,90.0,48,0.11,0.01,0.03,1.02,100.0,6.57,3.12,3.38,3.29,3.51,3.4,2.76,6.57,9.69,13.08,16.37,19.88,23.28,26.04
280,287,222,Gana,8,3,9.0,86.33,48,0.33,0.01,0.13,0.99,100.0,6.51,3.06,3.2,3.21,3.32,3.3,3.0,6.51,9.57,12.77,15.98,19.31,22.61,25.6
422,433,326,Konaté,12,2,4.0,83.75,52,0.0,0.02,0.2,0.82,100.0,6.51,3.47,3.03,2.98,3.91,3.25,3.54,6.51,9.98,13.01,15.99,19.9,23.15,26.69
477,490,364,Amad,14,3,9.0,88.67,56,1.0,0.45,0.2,1.57,100.0,6.06,7.78,5.88,8.41,5.48,7.56,5.87,6.06,13.84,19.72,28.14,33.62,41.18,47.04
449,461,348,Foden,13,3,8.0,82.88,93,1.25,0.64,0.24,1.19,100.0,6.05,6.44,6.54,7.84,6.35,6.52,7.68,6.05,12.49,19.04,26.87,33.22,39.74,47.42
434,445,339,Virgil,12,2,9.0,90.0,64,0.0,0.04,0.02,1.16,100.0,5.94,3.12,2.7,2.68,3.48,2.94,3.26,5.94,9.06,11.76,14.44,17.92,20.86,24.12
479,492,366,B.Fernandes,14,3,8.0,82.62,84,1.12,0.4,0.16,1.57,100.0,5.83,7.34,5.68,7.9,5.32,7.16,5.66,5.83,13.17,18.84,26.74,32.06,39.22,44.88
431,442,335,Robertson,12,2,8.0,69.22,59,0.0,0.0,0.06,1.06,100.0,5.82,3.05,2.63,2.62,3.39,2.88,3.2,5.82,8.88,11.5,14.13,17.52,20.4,23.6
86,88,71,Kluivert,3,3,7.0,75.38,57,0.75,0.58,0.18,0.7,100.0,5.69,7.32,6.34,5.72,6.87,6.1,7.37,5.69,13.01,19.35,25.07,31.95,38.05,45.42
588,604,455,Bednarek,17,2,8.0,89.0,40,0.25,0.16,0.0,2.43,100.0,5.63,3.8,4.02,4.74,3.96,4.63,3.98,5.63,9.43,13.46,18.2,22.16,26.79,30.77
344,353,268,Delap,10,4,8.0,81.5,56,0.62,0.29,0.12,1.81,100.0,5.48,4.39,5.27,4.46,4.25,4.12,4.15,5.48,9.87,15.14,19.6,23.85,27.98,32.12
556,571,433,Gibbs-White,16,3,9.0,81.56,64,0.89,0.27,0.35,0.94,100.0,5.45,5.49,5.35,4.97,5.79,7.24,5.75,5.45,10.95,16.29,21.26,27.06,34.29,40.04
615,631,623,M.Fernandes,17,3,8.0,85.5,50,0.25,0.1,0.15,1.94,100.0,5.37,3.66,3.8,4.59,3.86,4.38,3.8,5.37,9.04,12.84,17.42,21.29,25.67,29.46
569,584,447,Wood,16,4,9.0,85.22,71,1.44,0.4,0.12,1.1,100.0,5.36,5.39,5.35,5.01,5.72,6.8,5.59,5.36,10.75,16.09,21.11,26.82,33.62,39.22
395,405,306,Vardy,11,4,8.0,84.25,54,0.75,0.39,0.19,1.91,100.0,5.28,4.93,6.28,6.64,7.04,6.05,6.29,5.28,10.21,16.49,23.13,30.17,36.22,42.51
88,90,74,O.Dango,3,3,7.0,72.89,50,0.67,0.47,0.23,0.88,100.0,5.27,6.74,5.86,5.32,6.32,5.65,6.77,5.27,12.01,17.88,23.19,29.51,35.16,41.94
203,208,159,Chalobah,6,2,6.0,90.0,44,1.0,0.24,0.1,1.35,100.0,5.21,4.88,4.94,5.9,5.58,4.55,5.38,5.21,10.08,15.02,20.92,26.5,31.05,36.43
138,141,110,Wissa,4,4,9.0,86.11,63,0.33,0.4,0.1,1.52,100.0,5.15,4.63,4.95,3.98,4.28,4.04,4.12,5.15,9.79,14.73,18.71,23.0,27.03,31.16
419,430,323,Gravenberch,12,3,9.0,80.56,50,0.0,0.01,0.13,0.96,100.0,4.99,2.59,2.47,2.43,2.75,2.51,2.56,4.99,7.58,10.05,12.49,15.24,17.76,20.32
703,722,541,Cunha,20,4,7.0,78.75,68,1.12,0.28,0.15,1.4,100.0,4.98,4.91,4.72,4.85,4.66,6.13,5.36,4.98,9.89,14.61,19.46,24.12,30.25,35.6
275,282,217,A.Doucoure,8,3,9.0,86.78,51,0.0,0.02,0.01,1.02,100.0,4.98,2.4,2.49,2.48,2.55,2.53,2.32,4.98,7.38,9.87,12.35,14.91,17.43,19.75
452,464,351,Haaland,13,4,9.0,86.11,147,1.0,0.64,0.08,1.35,100.0,4.94,5.25,5.34,6.25,5.14,5.26,6.05,4.94,10.19,15.53,21.78,26.92,32.18,38.23
522,536,402,J.Murphy,15,3,9.0,73.67,51,0.44,0.26,0.45,0.73,100.0,4.81,5.0,4.66,4.74,5.25,4.75,5.07,4.81,9.81,14.47,19.21,24.46,29.21,34.28
60,61,54,Rogers,2,3,8.0,84.88,56,0.62,0.17,0.26,1.19,100.0,4.79,5.51,4.88,4.32,4.62,4.32,4.35,4.79,10.3,15.17,19.5,24.11,28.43,32.78
555,570,432,Elanga,16,3,7.0,63.56,53,0.67,0.25,0.22,0.84,100.0,4.74,4.78,4.64,4.35,4.99,6.16,4.98,4.74,9.52,14.16,18.51,23.5,29.65,34.63
679,697,527,L.Paquetá,19,3,7.0,75.12,57,0.5,0.27,0.06,1.7,100.0,4.73,4.44,3.84,4.94,4.1,4.07,4.61,4.73,9.17,13.01,17.94,22.04,26.11,30.71
3,3,4,Havertz,1,4,7.0,82.86,78,0.57,0.46,0.09,0.68,100.0,4.68,5.1,4.82,4.28,4.58,4.99,4.41,4.68,9.78,14.6,18.88,23.46,28.45,32.86
321,329,252,Raúl,9,4,8.0,69.56,56,1.0,0.4,0.01,0.98,100.0,4.67,4.56,4.68,5.16,4.68,5.69,4.36,4.67,9.23,13.91,19.07,23.74,29.43,33.79
518,532,398,Gordon,15,3,8.0,76.89,77,0.33,0.31,0.33,0.79,100.0,4.61,4.78,4.46,4.53,5.02,4.54,4.85,4.61,9.39,13.85,18.38,23.4,27.94,32.8
254,260,207,Mateta,7,4,9.0,83.0,74,0.78,0.42,0.04,1.22,100.0,4.54,4.24,4.39,4.48,5.44,4.36,5.35,4.54,8.78,13.16,17.65,23.09,27.45,32.8
265,271,585,I.Sarr,7,3,9.0,83.78,57,0.33,0.28,0.2,1.27,100.0,4.51,4.24,4.34,4.42,5.53,4.21,5.51,4.51,8.75,13.09,17.51,23.04,27.26,32.77
519,533,399,Hall,15,2,9.0,86.33,51,0.78,0.02,0.31,0.82,100.0,4.49,4.23,4.37,3.99,4.65,4.29,4.51,4.49,8.72,13.09,17.08,21.73,26.02,30.54
464,476,571,Savinho,13,3,5.0,63.57,64,0.86,0.16,0.47,1.04,100.0,4.49,4.7,4.75,5.49,4.67,4.77,5.45,4.49,9.19,13.94,19.43,24.1,28.87,34.33
645,662,503,Son,18,3,8.0,71.56,98,0.33,0.33,0.18,1.77,100.0,4.48,4.4,5.31,4.45,4.11,4.24,4.75,4.48,8.88,14.19,18.64,22.75,26.99,31.74
566,581,443,Sels,16,1,9.0,90.0,50,0.33,0.0,0.0,1.2,100.0,4.42,4.44,4.05,4.17,4.03,4.52,4.45,4.42,8.86,12.91,17.08,21.11,25.64,30.09
282,289,224,Harrison,8,3,5.0,57.83,52,0.0,0.09,0.04,0.72,100.0,4.39,1.93,2.1,2.13,2.27,2.25,1.88,4.39,6.32,8.42,10.56,12.83,15.07,16.95
448,460,347,Ederson M.,13,1,3.0,90.0,53,0.67,0.0,0.17,1.24,100.0,4.35,4.33,4.22,4.52,4.52,4.57,4.95,4.35,8.68,12.9,17.43,21.95,26.52,31.47
493,506,380,Martinez,14,2,8.0,86.75,44,0.5,0.15,0.12,1.55,100.0,4.34,4.99,4.6,5.56,4.04,5.35,4.35,4.34,9.33,13.93,19.5,23.54,28.89,33.24
579,595,14,Ramsdale,17,1,6.0,90.0,44,0.5,0.0,0.0,2.38,75.0,4.26,4.12,4.22,4.13,4.06,4.26,4.17,4.26,8.38,12.6,16.73,20.79,25.05,29.22
362,371,568,Muric,10,1,4.0,90.0,44,0.5,0.0,0.0,2.1,100.0,4.21,4.06,3.99,4.09,4.03,4.07,3.99,4.21,8.27,12.26,16.35,20.39,24.46,28.45
92,94,78,Semenyo,3,3,9.0,87.22,56,0.33,0.29,0.22,0.93,100.0,4.21,5.32,4.67,4.28,4.97,4.51,5.32,4.21,9.53,14.21,18.49,23.45,27.96,33.28
248,254,200,Guéhi,7,2,8.0,90.0,46,0.88,0.07,0.01,1.41,100.0,4.2,4.39,4.15,4.09,4.49,3.79,4.8,4.2,8.59,12.74,16.83,21.32,25.11,29.91
247,253,199,Eze,7,3,8.0,79.12,67,0.38,0.17,0.25,0.92,100.0,4.18,3.97,4.04,4.1,5.01,3.92,5.01,4.18,8.15,12.19,16.29,21.3,25.22,30.22
207,212,163,Cucurella,6,2,8.0,90.0,51,0.12,0.22,0.1,1.66,100.0,4.17,3.87,3.93,4.82,4.53,3.57,4.31,4.17,8.05,11.97,16.8,21.32,24.89,29.2
705,724,543,Doherty,20,2,9.0,86.56,43,0.22,0.16,0.07,1.61,100.0,4.15,3.82,3.78,4.1,4.14,5.35,4.48,4.15,7.97,11.75,15.85,19.99,25.34,29.82
545,560,422,Aina,16,2,9.0,88.67,54,0.56,0.08,0.07,1.05,100.0,4.15,4.19,3.78,3.79,3.9,4.76,4.27,4.15,8.34,12.13,15.92,19.81,24.57,28.85
515,529,394,Bruno G.,15,3,9.0,84.44,61,0.44,0.18,0.3,0.92,100.0,4.14,4.25,4.03,4.05,4.44,4.08,4.32,4.14,8.39,12.42,16.48,20.92,25.0,29.32
99,101,152,Arrizabalaga,3,1,7.0,90.0,45,0.43,0.0,0.0,1.01,100.0,4.14,5.14,4.79,4.67,4.34,4.61,4.78,4.14,9.28,14.07,18.75,23.09,27.7,32.48
328,336,259,Wilson,9,3,7.0,68.67,52,0.33,0.24,0.15,0.87,75.0,4.13,4.1,4.19,4.73,4.23,5.17,3.85,4.13,8.23,12.43,17.16,21.38,26.55,30.41
14,14,18,Saliba,1,2,8.0,90.0,62,0.62,0.14,0.01,0.65,100.0,4.13,5.2,4.67,4.39,4.6,4.33,4.52,4.13,9.33,13.99,18.38,22.98,27.3,31.82
517,531,396,Dúbravka,15,1,8.0,90.0,43,0.25,0.0,0.0,0.86,100.0,4.12,3.75,4.06,3.6,4.1,3.93,4.03,4.12,7.86,11.92,15.52,19.62,23.55,27.59
635,652,492,Kulusevski,18,3,9.0,88.67,64,0.22,0.32,0.12,2.1,100.0,4.12,4.05,4.86,4.1,3.79,3.92,4.36,4.12,8.18,13.04,17.13,20.93,24.84,29.2
573,588,573,Milenković,16,2,9.0,90.0,48,0.11,0.18,0.0,1.2,100.0,4.07,4.11,3.7,3.64,3.88,4.95,4.23,4.07,8.18,11.88,15.52,19.39,24.34,28.58
682,700,530,Souček,19,3,8.0,90.0,49,0.25,0.19,0.09,1.49,100.0,4.05,3.83,3.34,4.24,3.55,3.54,3.97,4.05,7.88,11.23,15.46,19.01,22.55,26.52
523,537,403,Joelinton,15,3,8.0,85.12,60,0.62,0.23,0.11,0.98,100.0,4.03,4.09,3.94,3.93,4.27,3.97,4.16,4.03,8.12,12.06,15.99,20.26,24.23,28.39
258,264,211,Muñoz,7,2,8.0,90.0,48,0.0,0.12,0.15,1.04,100.0,4.03,4.1,3.91,3.89,4.68,3.54,4.95,4.03,8.13,12.04,15.93,20.62,24.16,29.11
119,122,91,Flekken,4,1,9.0,83.89,44,0.0,0.0,0.06,1.57,100.0,3.99,4.17,4.43,4.33,4.09,3.87,3.87,3.99,8.16,12.6,16.93,21.02,24.89,28.76
64,65,58,Watkins,2,4,5.0,57.44,89,0.78,0.34,0.15,0.98,100.0,3.98,4.8,4.18,3.52,3.83,3.6,3.52,3.98,8.79,12.97,16.49,20.33,23.93,27.44
18,18,23,Trossard,1,3,6.0,65.44,68,0.56,0.1,0.26,0.55,100.0,3.98,4.46,4.19,3.85,4.05,4.19,3.94,3.98,8.44,12.63,16.48,20.52,24.71,28.65
559,574,436,Murillo,16,2,8.0,87.12,47,0.88,0.02,0.01,1.3,100.0,3.95,3.98,3.58,3.68,3.6,4.17,4.01,3.95,7.93,11.52,15.2,18.79,22.96,26.97
224,229,180,N.Jackson,6,4,8.0,73.22,78,0.33,0.27,0.17,0.85,100.0,3.95,3.65,3.74,4.38,4.14,3.46,4.26,3.95,7.6,11.33,15.71,19.85,23.31,27.56
324,332,255,Robinson,9,2,9.0,90.0,51,0.22,0.02,0.36,1.27,100.0,3.92,4.12,4.09,4.69,4.24,4.67,3.8,3.92,8.04,12.13,16.82,21.07,25.74,29.54
270,276,650,Lacroix,7,2,9.0,90.0,45,0.33,0.12,0.0,1.36,100.0,3.89,4.04,3.82,3.77,4.3,3.45,4.6,3.89,7.93,11.75,15.52,19.82,23.28,27.87
170,174,136,Mitoma,5,3,7.0,73.11,63,0.44,0.19,0.12,0.8,100.0,3.87,4.43,5.01,3.82,4.0,4.14,4.07,3.87,8.3,13.31,17.13,21.13,25.27,29.34
695,714,533,Aït-Nouri,20,2,8.0,86.25,47,0.38,0.02,0.24,1.82,100.0,3.86,3.55,3.56,3.85,3.93,4.79,4.11,3.86,7.42,10.97,14.82,18.75,23.55,27.66
8,8,9,Martinelli,1,3,6.0,68.22,67,0.22,0.26,0.06,0.57,100.0,3.86,4.37,4.08,3.68,3.91,4.09,3.79,3.86,8.23,12.31,15.99,19.9,23.99,27.78
673,691,521,Fabianski,19,1,6.0,80.83,41,0.0,0.0,0.0,1.28,100.0,3.84,3.99,3.89,4.23,3.82,4.23,4.1,3.84,7.83,11.73,15.96,19.78,24.01,28.11
59,60,53,Ramsey,2,3,3.0,64.2,54,0.6,0.15,0.04,0.87,100.0,3.84,4.23,3.85,3.57,3.74,3.53,3.6,3.84,8.07,11.92,15.49,19.22,22.76,26.36
257,263,210,Mitchell,7,2,9.0,88.0,48,0.33,0.01,0.19,1.28,100.0,3.83,3.99,3.76,3.71,4.21,3.4,4.51,3.83,7.82,11.58,15.29,19.5,22.9,27.41
346,355,270,Greaves,10,2,5.0,90.0,39,0.0,0.12,0.0,1.81,100.0,3.8,3.11,3.48,3.18,3.01,2.99,2.91,3.8,6.92,10.4,13.58,16.6,19.58,22.5
229,234,185,Sánchez,6,1,8.0,90.0,47,0.25,0.0,0.0,1.62,100.0,3.78,3.78,3.75,4.01,3.95,3.66,3.62,3.78,7.56,11.31,15.32,19.27,22.93,26.55
100,102,580,Huijsen,3,2,9.0,90.0,44,0.89,0.09,0.03,1.07,100.0,3.77,5.01,4.5,4.28,4.17,4.29,4.67,3.77,8.78,13.29,17.57,21.74,26.03,30.7
667,685,513,Areola,19,1,3.0,81.0,42,0.0,0.0,0.0,2.08,100.0,3.76,3.91,3.81,4.15,3.74,4.14,4.01,3.76,7.67,11.48,15.63,19.36,23.51,27.52
156,160,122,Estupiñan,5,2,7.0,89.0,50,0.57,0.01,0.11,1.17,75.0,3.75,3.68,4.53,3.47,3.84,3.55,3.78,3.75,7.43,11.95,15.42,19.26,22.81,26.59
53,54,47,Martinez,2,1,9.0,90.0,50,0.0,0.0,0.0,1.29,100.0,3.75,3.74,3.4,3.52,3.6,3.23,3.66,3.75,7.49,10.89,14.4,18.01,21.24,24.89
2,2,3,Gabriel,1,2,8.0,90.0,64,0.5,0.05,0.09,0.76,100.0,3.72,4.72,4.23,4.02,4.2,3.87,4.14,3.72,8.44,12.67,16.69,20.89,24.76,28.89
359,368,283,Walton,10,1,5.0,90.0,43,0.4,0.0,0.0,2.42,100.0,3.71,3.56,3.49,3.59,3.53,3.57,3.49,3.71,7.27,10.76,14.35,17.89,21.46,24.95
677,695,525,Kudus,19,3,9.0,81.44,62,0.44,0.11,0.09,1.49,100.0,3.69,3.55,3.22,3.85,3.35,3.38,3.66,3.69,7.25,10.46,14.31,17.66,21.04,24.69
12,12,16,Rice,1,3,7.0,70.78,62,0.56,0.09,0.17,0.52,100.0,3.68,4.1,3.87,3.61,3.76,3.84,3.68,3.68,7.79,11.65,15.26,19.02,22.87,26.55
230,235,187,Tosin,6,2,5.0,78.17,42,0.5,0.12,0.01,1.09,100.0,3.66,3.52,3.53,4.07,3.91,3.32,3.63,3.66,7.19,10.72,14.79,18.7,22.02,25.65
180,184,146,Verbruggen,5,1,9.0,90.0,45,0.22,0.0,0.0,1.23,100.0,3.65,3.39,4.12,3.37,3.71,3.35,3.63,3.65,7.05,11.17,14.53,18.24,21.59,25.22
249,255,201,Henderson,7,1,9.0,90.0,45,0.0,0.0,0.0,1.36,100.0,3.65,3.92,3.64,3.55,3.71,3.28,4.04,3.65,7.56,11.2,14.75,18.45,21.74,25.77
672,690,520,Emerson,19,2,7.0,77.57,44,0.29,0.1,0.04,1.38,100.0,3.64,3.64,3.26,4.09,3.32,3.67,3.81,3.64,7.28,10.54,14.63,17.95,21.62,25.43
116,119,88,Collins,4,2,9.0,90.0,45,0.22,0.08,0.08,1.6,100.0,3.64,3.69,4.03,3.67,3.5,3.22,3.25,3.64,7.33,11.36,15.03,18.54,21.76,25.01
126,129,98,Lewis-Potter,4,3,9.0,89.44,50,0.0,0.13,0.13,1.6,100.0,3.62,3.4,3.63,3.1,3.2,3.02,3.06,3.62,7.02,10.65,13.75,16.95,19.97,23.03
117,120,89,Damsgaard,4,3,8.0,75.89,50,0.22,0.03,0.24,1.19,100.0,3.62,3.44,3.64,3.19,3.26,3.1,3.14,3.62,7.05,10.69,13.88,17.15,20.25,23.39
316,324,247,Iwobi,9,3,9.0,81.22,58,0.33,0.17,0.09,1.12,100.0,3.6,3.6,3.65,4.04,3.69,4.31,3.42,3.6,7.2,10.85,14.89,18.58,22.88,26.3
44,45,38,Duran,2,4,4.0,45.67,58,0.67,0.4,0.0,0.58,100.0,3.59,4.3,3.76,3.19,3.46,3.26,3.18,3.59,7.89,11.66,14.85,18.31,21.57,24.75
134,137,106,Schade,4,3,4.0,47.22,51,0.33,0.23,0.08,0.65,75.0,3.52,3.19,3.49,2.77,2.92,2.69,2.75,3.52,6.71,10.2,12.96,15.88,18.57,21.33
451,463,350,Gvardiol,13,2,9.0,90.0,59,0.0,0.25,0.02,1.35,100.0,3.52,3.61,3.54,4.18,3.77,3.86,4.53,3.52,7.13,10.67,14.85,18.62,22.47,27.01
38,39,32,Cash,2,2,7.0,86.86,44,0.14,0.01,0.13,1.32,100.0,3.51,3.71,3.21,3.17,3.33,2.9,3.3,3.51,7.22,10.43,13.6,16.93,19.83,23.13
11,11,15,Raya,1,1,9.0,90.0,55,0.22,0.0,0.0,0.74,100.0,3.51,4.4,3.98,3.92,4.01,3.57,4.0,3.51,7.91,11.89,15.81,19.82,23.4,27.4
